,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
14330,5502119,2025-02-09 07:57:00+00:00,7,Sunday,February,1,Property damage only (none injured),0,1,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Daylight,Daylight,Single vehicle crash,25.0,Traffic circle,No controls,42.3155793,-71.11700309
14333,5502116,2025-02-07 18:28:00+00:00,18,Friday,February,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",30.0,Not at junction,No controls,42.32140983,-71.05136783
14440,5502002,2025-02-23 11:11:00+00:00,11,Sunday,February,1,Non-fatal injury,1,3,3,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,T-intersection,No controls,42.29243563,-71.11771705
14448,5501994,2025-02-06 12:59:00+00:00,12,Thursday,February,0,Property damage only (none injured),0,1,0,0,Snow/Cloudy,Snow/Ice,Snow,Snow/Ice,Daylight,Daylight,Single vehicle crash,35.0,Not at junction,No controls,42.36836232,-71.13073521
14525,5501914,2025-02-09 12:35:00+00:00,12,Sunday,February,1,Property damage only (none injured),0,2,0,0,Cloudy/Snow,Snow/Ice,Wet,Wet,Daylight,Daylight,Rear-end,,T-intersection,Traffic control signal,42.29282647,-71.09631573
14526,5501913,2025-01-18 01:13:00+00:00,1,Saturday,January,1,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,Not at junction,No controls,42.3640777,-71.07020902
14563,5501874,2025-02-20 06:25:00+00:00,6,Thursday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.35763245,-71.15806146
14565,5501872,2025-02-25 01:54:00+00:00,1,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,Four-way intersection,Traffic control signal,42.33256321,-71.0720867
14570,5501867,2025-01-30 14:30:00+00:00,14,Thursday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",20.0,Not at junction,No controls,42.33566519,-71.07046777
14580,5501857,2025-02-24 18:08:00+00:00,18,Monday,February,0,Non-fatal injury,1,2,2,0,Not Reported,Other,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,Four-way intersection,Traffic control signal,42.32803109,-71.05672232
14878,5502537,2025-02-25 12:22:00+00:00,12,Tuesday,February,0,Non-fatal injury,1,3,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",30.0,Not at junction,No controls,42.29917562,-71.04946663
14935,5502476,2025-02-22 23:37:00+00:00,23,Saturday,February,1,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.29278459,-71.0446622
14954,5502457,2025-02-22 13:06:00+00:00,13,Saturday,February,1,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Not at junction,No controls,42.27817447,-71.07509175
14986,5502420,2025-01-15 06:52:00+00:00,6,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Rear-end,40.0,On-ramp,Yield signs,42.35157123,-71.10813084
15015,5502386,2025-02-26 00:24:00+00:00,0,Wednesday,February,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Not at junction,No controls,42.28586334,-71.09627398
15018,5502383,2025-02-16 07:36:00+00:00,7,Sunday,February,1,Non-fatal injury,1,1,1,0,Snow/Rain,Rain,Wet,Wet,Daylight,Daylight,Single vehicle crash,45.0,Not at junction,No controls,42.37274357,-71.02848061
15023,5502378,2025-02-21 00:10:00+00:00,0,Friday,February,0,Non-fatal injury,1,2,3,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,Traffic control signal,42.3460081,-71.06122611
15025,5502376,2025-02-21 23:15:00+00:00,23,Friday,February,0,Non-fatal injury,1,7,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",,Not at junction,No controls,42.35165319,-71.05592167
15034,5502367,2025-02-18 20:42:00+00:00,20,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.34883291,-71.09284182
15038,5502363,2025-02-16 02:57:00+00:00,2,Sunday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Angle,,Not at junction,No controls,42.36639777,-71.11808287
15045,5502356,2025-02-22 13:54:00+00:00,13,Saturday,February,1,Non-fatal injury,1,2,2,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,35.0,Four-way intersection,Traffic control signal,42.30062503,-71.04914679
15051,5502350,2025-02-21 16:17:00+00:00,16,Friday,February,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.37157225,-71.06223013
15053,5502347,2025-02-19 13:26:00+00:00,13,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,,Unknown,Traffic control signal,42.31162053,-71.11439677
15080,5502320,2025-02-15 20:40:00+00:00,20,Saturday,February,1,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",20.0,Four-way intersection,No controls,42.36503145,-71.02513415
15204,5503101,2025-02-15 08:59:00+00:00,8,Saturday,February,1,Property damage only (none injured),0,4,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,Four-way intersection,Traffic control signal,42.30187522,-71.11447835
15247,5503039,2025-02-22 14:51:00+00:00,14,Saturday,February,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Snow,Snow/Ice,Daylight,Daylight,Rear-end,20.0,T-intersection,Stop signs,42.35897289,-71.05596141
15256,5503027,2025-02-14 15:15:00+00:00,15,Friday,February,0,Non-fatal injury,1,2,1,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.34668757,-71.09057776
15357,5502910,2025-02-26 18:03:00+00:00,18,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Unknown,,Unknown,Not reported,42.30985643,-71.11536179
15359,5502908,2025-01-17 12:38:00+00:00,12,Friday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not at junction,No controls,42.35210645,-71.0874141
15376,5502891,2025-02-26 19:15:00+00:00,19,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,T-intersection,Traffic control signal,42.30338796,-71.07853393
15377,5502890,2025-02-26 15:31:00+00:00,15,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",20.0,Not at junction,Traffic control signal,42.36910036,-71.02804181
15397,5502867,2025-02-26 10:45:00+00:00,10,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Not at junction,No controls,42.31911729,-71.12449776
15761,5503380,2025-02-19 22:19:00+00:00,22,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.3437225,-71.05140791
15783,5503357,2025-02-26 08:02:00+00:00,8,Wednesday,February,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.35778708,-71.15821423
15790,5503349,2025-02-25 19:34:00+00:00,19,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.35763245,-71.15806146
15812,5503326,2025-02-27 09:43:00+00:00,9,Thursday,February,0,Non-fatal injury,1,2,2,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Front to Front,,Not reported,No controls,42.30527741,-71.08474054
15834,5503304,2025-02-27 16:57:00+00:00,16,Thursday,February,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Rear-end,25.0,Not at junction,No controls,42.27426864,-71.093684
15842,5503296,2025-02-18 12:36:00+00:00,12,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Y-intersection,No controls,42.3156625,-71.09843521
15845,5503293,2025-02-27 19:10:00+00:00,19,Thursday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.27535264,-71.14041353
15889,5503246,2025-02-27 09:06:00+00:00,9,Thursday,February,0,Non-fatal injury,1,3,3,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Rear-end,25.0,Not at junction,Traffic control signal,42.30888029,-71.10512259
15902,5503982,2025-03-01 10:25:00+00:00,10,Saturday,March,1,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,Traffic control signal,42.31691938,-71.09719835
15950,5503934,2025-02-23 15:41:00+00:00,15,Sunday,February,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,35.0,Not at junction,No controls,42.26497054,-71.14281788
15954,5503930,2025-02-18 15:52:00+00:00,15,Tuesday,February,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,T-intersection,Traffic control signal,42.29682872,-71.13297798
15965,5503919,2025-02-15 18:57:00+00:00,18,Saturday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Traffic circle,Yield signs,42.30953926,-71.12187019
15970,5503913,2025-02-15 07:02:00+00:00,7,Saturday,February,1,Non-fatal injury,1,2,2,0,Clear/Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Head-on,45.0,Four-way intersection,Traffic control signal,42.30134719,-71.11251144
15987,5503896,2025-02-28 17:37:00+00:00,17,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Y-intersection,No controls,42.32804273,-71.05482857
15988,5503895,2025-02-25 19:08:00+00:00,19,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",55.0,Not at junction,No controls,42.29143255,-71.04383245
15989,5503894,2025-02-26 14:23:00+00:00,14,Wednesday,February,0,Non-fatal injury,1,1,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Four-way intersection,Traffic control signal,42.36077776,-71.0708642
15991,5503892,2025-01-28 06:28:00+00:00,6,Tuesday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,45.0,Not at junction,No controls,42.37104053,-71.06225362
15992,5503890,2025-01-25 01:38:00+00:00,1,Saturday,January,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,On-ramp,Yield signs,42.37334669,-71.03840362
15996,5503886,2025-02-28 15:00:00+00:00,15,Friday,February,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not reported,No controls,42.32172585,-71.09847336
15999,5503883,2025-02-28 12:57:00+00:00,12,Friday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,T-intersection,Stop signs,42.26766879,-71.11484725
16120,5504519,2025-03-03 07:00:00+00:00,7,Monday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,T-intersection,Traffic control signal,42.28713013,-71.12740327
16486,5504149,2025-03-01 15:40:00+00:00,15,Saturday,March,1,Non-fatal injury,1,1,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Four-way intersection,Traffic control signal,42.27954884,-71.13553523
16529,5504106,2025-03-03 00:35:00+00:00,0,Monday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,Four-way intersection,Traffic control signal,42.32049961,-71.0614808
16545,5504089,2025-03-02 17:00:00+00:00,17,Sunday,March,1,Non-fatal injury,1,2,4,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,Not reported,42.26729192,-71.11589368
16546,5504088,2025-02-28 20:29:00+00:00,20,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Not at junction,No controls,42.29566978,-71.06149097
16547,5504087,2025-02-23 19:15:00+00:00,19,Sunday,February,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Ice,Snow/Ice,Dark - lighted roadway,Dark - Lighted,"Sideswipe, opposite direction",25.0,Four-way intersection,Traffic control signal,42.32815384,-71.09699521
16619,5505130,2025-03-04 11:03:00+00:00,11,Tuesday,March,0,Non-fatal injury,1,2,4,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,T-intersection,Traffic control signal,42.29118477,-71.08904853
16636,5505113,2025-02-25 21:44:00+00:00,21,Tuesday,February,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,Four-way intersection,Traffic control signal,42.30173216,-71.11450304
16637,5505112,2025-02-14 13:52:00+00:00,13,Friday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.27531658,-71.14065173
16694,5505055,2025-03-04 11:09:00+00:00,11,Tuesday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not at junction,No controls,42.31400549,-71.05738148
16698,5505051,2025-03-04 07:39:00+00:00,7,Tuesday,March,0,Non-fatal injury,1,1,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,20.0,Y-intersection,No controls,42.38053424,-71.03422152
16962,5504783,2025-02-25 15:35:00+00:00,15,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.34860954,-71.140233
16965,5504780,2025-02-24 16:27:00+00:00,16,Monday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.35214864,-71.12355682
16969,5504776,2025-02-27 18:08:00+00:00,18,Thursday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Traffic circle,Stop signs,42.32935605,-71.05265887
16974,5504771,2025-03-03 21:55:00+00:00,21,Monday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,,Four-way intersection,Stop signs,42.33727113,-71.04330277
17005,5504740,2025-03-03 16:15:00+00:00,16,Monday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Stop signs,42.27755191,-71.15373574
17006,5504739,2025-03-02 22:51:00+00:00,22,Sunday,March,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,,Four-way intersection,Traffic control signal,42.34807442,-71.06919188
17018,5504727,2025-02-26 08:04:00+00:00,8,Wednesday,February,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,,Y-intersection,Traffic control signal,42.35041211,-71.04284578
17051,5504694,2025-02-28 23:22:00+00:00,23,Friday,February,0,Non-fatal injury,1,3,1,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.32425847,-71.05570949
17068,5504677,2025-03-02 01:58:00+00:00,1,Sunday,March,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Five-point or more,Traffic control signal,42.3008215,-71.04945976
17069,5504676,2025-02-25 22:32:00+00:00,22,Tuesday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Not at junction,Traffic control signal,42.35885697,-71.1475291
17077,5504668,2025-02-25 07:54:00+00:00,7,Tuesday,February,0,Property damage only (none injured),0,3,0,0,Cloudy,Cloudy,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,55.0,Not at junction,No controls,42.34858203,-71.10431569
17087,5504658,2025-02-23 19:06:00+00:00,19,Sunday,February,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.30900879,-71.12072673
17106,5504639,2025-02-14 14:59:00+00:00,14,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,30.0,Not at junction,No controls,42.3579499,-71.16538195
17116,5504629,2025-02-18 13:22:00+00:00,13,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,Not at junction,No controls,42.35960444,-71.15317136
17118,5504627,2025-02-16 05:29:00+00:00,5,Sunday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Not at junction,No controls,42.36120074,-71.07240529
17137,5504608,2025-02-14 12:59:00+00:00,12,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Not at junction,No controls,42.35066422,-71.09580782
17143,5504602,2025-02-06 20:27:00+00:00,20,Thursday,February,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Rear-end,45.0,Not at junction,No controls,42.35836048,-71.05149181
17162,5504583,2025-01-17 18:44:00+00:00,18,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.34331314,-71.10264848
17170,5504574,2025-01-15 07:23:00+00:00,7,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Rear-end,,Not at junction,No controls,42.34274593,-71.06230064
17177,5505564,2025-03-04 15:00:00+00:00,15,Tuesday,March,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,T-intersection,No controls,42.29770559,-71.05912647
17245,5505493,2025-03-04 10:48:00+00:00,10,Tuesday,March,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.28998398,-71.04365809
17246,5505492,2025-03-04 12:05:00+00:00,12,Tuesday,March,0,Non-fatal injury,1,1,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Y-intersection,Traffic control signal,42.32150196,-71.05422117
17248,5505490,2025-03-04 09:29:00+00:00,9,Tuesday,March,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.30837651,-71.05375625
17276,5505456,2025-02-24 13:36:00+00:00,13,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.28130031,-71.13365918
17278,5505454,2025-02-21 19:12:00+00:00,19,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.27095815,-71.09375793
